transaction_id,user_id,amount,currency,payment_method,merchant_id,timestamp,status,country,device_id,ip_id,failed_attempts,account_age_days,hour,is_suspicious,user_txn_count_1h,risk_reason,dataset_split
TXN00034,34,230.99,INR,NETBANKING,M003,2026-03-09 11:23:00,SUCCESS,IN,D055,IP096,0,468,22,0,0,normal,test
TXN00035,68,81649.27,INR,CARD,M007,2026-03-25 10:27:00,SUCCESS,GB,D043,IP027,1,594,11,1,0,unusually_high_amount,train
TXN00036,12,798.71,INR,UPI,M005,2026-01-06 07:39:00,SUCCESS,IN,D019,IP083,0,234,18,0,0,normal,train
TXN00037,16,293.98,INR,CARD,M002,2026-03-08 13:47:00,SUCCESS,IN,D097,IP071,0,1772,14,0,0,normal,train
TXN00038,71,259.52,INR,UPI,M008,2026-02-07 19:07:00,SUCCESS,IN,D029,IP042,0,471,22,0,0,normal,test
TXN00039,23,55485.68,INR,UPI,M001,2026-03-14 09:30:00,SUCCESS,US,D049,IP167,0,1511,20,1,0,unusual_country,train
TXN00040,73,193.87,INR,CARD,M006,2026-02-18 13:54:00,SUCCESS,US,D078,IP111,0,1408,20,0,0,normal,test
TXN00041,26,1344.29,INR,UPI,M005,2026-02-09 08:36:00,SUCCESS,IN,D083,IP116,0,138,8,0,0,normal,test
TXN00042,39,570.21,INR,UPI,M005,2026-03-04 01:12:00,SUCCESS,IN,D044,IP133,0,609,9,0,0,normal,train
TXN00043,19,131129.89,INR,NETBANKING,M003,2026-02-14 08:47:00,SUCCESS,AE,D093,IP060,0,1730,20,1,0,unusually_high_amount,train
TXN00044,53,8991.8,INR,CARD,M001,2026-03-04 20:45:00,SUCCESS,IN,D035,IP032,1,1330,16,1,0,behavioral_anomaly,test
TXN00045,41,470.03,INR,UPI,M007,2026-03-07 10:34:00,SUCCESS,IN,D075,IP131,0,956,21,0,0,normal,train
TXN00046,11,185.12,INR,CARD,M004,2026-01-24 03:18:00,SUCCESS,US,D094,IP180,2,1437,7,0,0,normal,test
TXN00047,58,269.52,INR,UPI,M005,2026-03-03 11:14:00,SUCCESS,IN,D016,IP102,0,872,13,0,0,normal,train
TXN00048,42,470.61,INR,UPI,M002,2026-01-11 20:56:00,SUCCESS,US,D072,IP026,0,1678,19,0,0,normal,train
TXN00049,58,587.73,INR,CARD,M001,2026-03-15 20:58:00,SUCCESS,IN,D025,IP121,0,1336,21,0,0,normal,test
TXN00050,62,546.08,INR,UPI,M003,2026-02-09 17:52:00,SUCCESS,IN,D019,IP174,2,291,15,0,0,normal,train
TXN00051,59,1354.37,INR,WALLET,M004,2026-03-01 00:08:00,SUCCESS,IN,D044,IP141,0,277,12,0,0,normal,train
TXN00052,79,847.76,INR,UPI,M003,2026-02-23 06:38:00,SUCCESS,AE,D103,IP159,0,1157,14,0,0,normal,test
TXN00053,3,49212.97,INR,NETBANKING,M006,2026-01-02 10:07:00,SUCCESS,IN,D052,IP054,5,588,13,1,0,many_failed_attempts,train
TXN00054,25,660.59,INR,UPI,M004,2026-03-17 15:41:00,SUCCESS,US,D120,IP008,0,1586,19,0,0,normal,train
TXN00055,4,99645.18,INR,NETBANKING,M001,2026-03-19 05:23:00,SUCCESS,GB,D104,IP006,0,832,8,1,0,unusually_high_amount,train
TXN00056,63,825.01,INR,CARD,M008,2026-02-24 20:47:00,SUCCESS,AE,D005,IP001,0,39,19,0,0,normal,train
TXN00057,79,146.7,INR,UPI,M007,2026-03-18 11:38:00,SUCCESS,US,D081,IP145,2,242,19,0,1,normal,train
TXN00058,56,1206.84,INR,UPI,M001,2026-02-27 00:49:00,SUCCESS,IN,D015,IP126,0,923,15,0,0,normal,train
TXN00059,7,285.49,INR,UPI,M007,2026-03-09 18:45:00,SUCCESS,IN,D002,IP049,0,954,22,0,0,normal,train
TXN00060,49,222634.45,INR,NETBANKING,M002,2026-01-09 14:07:00,SUCCESS,IN,D107,IP083,0,1285,12,1,0,unusually_high_amount,train
TXN00061,62,199.87,INR,NETBANKING,M002,2026-01-23 16:18:00,SUCCESS,IN,D031,IP115,0,820,8,0,0,normal,train
TXN00062,76,344.78,INR,CARD,M003,2026-02-16 02:02:00,SUCCESS,IN,D078,IP080,0,1694,13,0,0,normal,train
TXN00063,56,1926.11,INR,UPI,M004,2026-03-13 00:51:00,SUCCESS,IN,D114,IP051,0,1118,13,0,0,normal,train
TXN00064,49,437.29,INR,UPI,M007,2026-01-04 13:53:00,SUCCESS,IN,D027,IP171,0,1071,21,0,0,normal,train
TXN00065,24,1906.31,INR,CARD,M004,2026-02-23 04:14:00,SUCCESS,IN,D043,IP102,0,998,17,0,0,normal,train
TXN00066,53,7733.24,INR,CARD,M002,2026-02-16 11:31:00,SUCCESS,US,D052,IP096,1,1138,22,1,0,unusual_country,train
TXN00067,65,477.54,INR,CARD,M006,2026-02-17 01:40:00,SUCCESS,AE,D089,IP094,0,465,11,0,0,normal,train
TXN00068,67,150160.72,INR,NETBANKING,M001,2026-01-29 14:00:00,SUCCESS,US,D034,IP102,0,621,18,1,0,unusually_high_amount,train
TXN00069,6,346.64,INR,NETBANKING,M006,2026-03-02 11:51:00,SUCCESS,US,D050,IP068,0,453,16,0,0,normal,train
TXN00070,10,50.0,INR,WALLET,M004,2026-03-05 19:40:00,SUCCESS,AE,D093,IP077,0,580,8,0,0,normal,train
TXN00071,61,183844.95,INR,CARD,M004,2026-02-07 22:20:00,SUCCESS,IN,D091,IP095,0,1289,8,1,0,unusually_high_amount,train
TXN00072,67,1512.78,INR,NETBANKING,M007,2026-02-05 15:57:00,SUCCESS,IN,D119,IP118,0,280,20,0,0,normal,test
TXN00073,27,235677.64,INR,NETBANKING,M001,2026-03-26 23:57:00,SUCCESS,IN,D111,IP028,0,462,21,1,0,unusually_high_amount,train
TXN00074,4,137.78,INR,UPI,M008,2026-01-23 06:19:00,SUCCESS,IN,D071,IP131,0,903,10,0,0,normal,test
TXN00075,68,536.87,INR,CARD,M007,2026-03-09 06:19:00,SUCCESS,IN,D096,IP138,0,1313,12,0,0,normal,train
TXN00076,44,732.89,INR,UPI,M005,2026-03-24 04:37:00,SUCCESS,US,D093,IP125,0,1538,13,0,0,normal,train
TXN00077,25,205.57,INR,UPI,M005,2026-04-01 04:07:00,SUCCESS,IN,D102,IP096,0,68,12,0,0,normal,train
TXN00078,74,463.29,INR,UPI,M003,2026-02-10 16:07:00,SUCCESS,IN,D023,IP047,2,73,17,0,0,normal,train
TXN00079,34,150.49,INR,UPI,M003,2026-03-14 13:58:00,SUCCESS,IN,D021,IP127,0,1292,22,0,0,normal,train
TXN00080,50,1136.79,INR,NETBANKING,M005,2026-03-20 08:17:00,SUCCESS,IN,D087,IP052,0,1734,13,0,0,normal,train
TXN00081,6,1994.15,INR,CARD,M001,2026-01-15 04:40:00,SUCCESS,IN,D116,IP118,2,219,22,0,0,normal,train
TXN00082,24,42523.67,INR,UPI,M001,2026-02-14 09:45:00,SUCCESS,IN,D015,IP054,8,102,22,1,0,many_failed_attempts,train
TXN00083,71,34286.37,INR,UPI,M008,2026-02-18 23:17:00,SUCCESS,SG,D009,IP143,7,422,15,1,0,many_failed_attempts,train
TXN00084,65,669.04,INR,UPI,M001,2026-03-03 02:39:00,SUCCESS,US,D045,IP172,0,116,21,0,0,normal,test
TXN00085,62,623.12,INR,CARD,M006,2026-01-10 12:06:00,SUCCESS,GB,D048,IP145,0,1636,9,0,0,normal,test
TXN00086,50,66361.88,INR,CARD,M003,2026-03-22 22:34:00,SUCCESS,IN,D082,IP096,0,82,17,1,0,unusually_high_amount,test
TXN00087,49,204.29,INR,UPI,M006,2026-02-10 17:46:00,SUCCESS,GB,D094,IP154,0,1286,16,0,0,normal,train
TXN00088,32,359.72,INR,UPI,M006,2026-03-15 00:03:00,SUCCESS,GB,D011,IP122,0,635,13,0,0,normal,test
TXN00089,43,507.23,INR,UPI,M008,2026-03-08 10:57:00,SUCCESS,IN,D015,IP104,3,1544,17,0,0,normal,test
TXN00090,48,504.36,INR,UPI,M003,2026-01-19 12:16:00,SUCCESS,AE,D017,IP019,0,676,11,0,0,normal,test
TXN00091,45,232.34,INR,UPI,M001,2026-02-15 14:43:00,SUCCESS,IN,D054,IP076,2,1733,18,0,0,normal,train
TXN00092,44,344.9,INR,UPI,M005,2026-03-09 03:24:00,SUCCESS,GB,D040,IP161,0,1639,22,0,0,normal,train
TXN00093,18,546.91,INR,UPI,M005,2026-01-01 11:18:00,SUCCESS,IN,D036,IP059,0,644,20,0,0,normal,train
TXN00094,23,164170.13,INR,NETBANKING,M006,2026-03-03 01:07:00,SUCCESS,US,D053,IP155,3,872,16,1,0,unusually_high_amount,train
TXN00095,21,306.24,INR,UPI,M007,2026-01-30 00:55:00,SUCCESS,US,D128,IP189,0,786,17,1,0,new_device_pattern,train
TXN00096,77,4100.52,INR,UPI,M008,2026-01-23 11:30:00,SUCCESS,IN,D116,IP134,2,212,6,1,0,behavioral_anomaly,test
TXN00097,46,224.45,INR,UPI,M001,2026-03-12 07:26:00,SUCCESS,IN,D006,IP010,0,1154,12,0,0,normal,train
TXN00098,5,214.44,INR,UPI,M004,2026-01-11 10:04:00,SUCCESS,IN,D048,IP042,0,767,10,0,0,normal,train
TXN00099,34,441.84,INR,UPI,M007,2026-02-12 09:12:00,SUCCESS,IN,D004,IP060,0,1005,19,0,0,normal,train
TXN00100,68,414.83,INR,UPI,M008,2026-01-31 02:23:00,SUCCESS,IN,D058,IP156,0,1239,18,0,0,normal,train
TXN00101,20,189.59,INR,CARD,M008,2026-01-03 04:24:00,SUCCESS,IN,D023,IP028,0,594,8,0,0,normal,test
TXN00102,74,501.99,INR,UPI,M002,2026-02-21 13:29:00,SUCCESS,IN,D014,IP128,0,1127,7,0,0,normal,train
TXN00103,19,110.51,INR,NETBANKING,M005,2026-03-31 21:35:00,SUCCESS,IN,D064,IP112,0,1617,19,0,0,normal,train
TXN00104,69,449.7,INR,UPI,M008,2026-03-15 12:25:00,SUCCESS,AE,D073,IP164,0,1772,18,0,0,normal,test
TXN00105,12,720.34,INR,UPI,M003,2026-03-19 21:39:00,SUCCESS,IN,D062,IP075,0,1487,7,0,0,normal,train
TXN00106,3,141211.55,INR,CARD,M006,2026-01-29 21:03:00,SUCCESS,IN,D088,IP153,0,1283,20,1,0,unusually_high_amount,train
TXN00107,10,1227.79,INR,UPI,M008,2026-01-12 06:07:00,SUCCESS,IN,D081,IP125,0,1436,14,0,0,normal,test
TXN00108,80,429.06,INR,WALLET,M005,2026-03-21 13:37:00,SUCCESS,IN,D071,IP070,1,254,7,0,0,normal,train
TXN00109,34,197.98,INR,UPI,M005,2026-03-30 05:41:00,SUCCESS,IN,D054,IP108,0,637,17,0,0,normal,train
TXN00110,67,406.66,INR,UPI,M007,2026-02-20 03:38:00,SUCCESS,IN,D105,IP152,0,478,9,0,0,normal,train
TXN00111,43,592.56,INR,CARD,M004,2026-03-25 12:19:00,SUCCESS,IN,D033,IP137,3,295,13,0,0,normal,train
TXN00112,42,383.15,INR,CARD,M004,2026-02-05 21:12:00,SUCCESS,US,D049,IP170,1,196,17,0,0,normal,train
TXN00113,13,547.25,INR,UPI,M006,2026-01-23 06:31:00,SUCCESS,SG,D082,IP036,1,1770,21,0,0,normal,train
TXN00114,17,91.15,INR,NETBANKING,M006,2026-03-08 03:15:00,SUCCESS,IN,D142,IP181,0,945,17,1,0,new_device_pattern,train
TXN00115,43,1438.1,INR,NETBANKING,M007,2026-01-01 15:00:00,SUCCESS,IN,D084,IP156,0,920,7,0,0,normal,train
TXN00116,17,7147.57,INR,WALLET,M008,2026-02-05 20:24:00,SUCCESS,IN,D046,IP145,2,1303,16,1,0,behavioral_anomaly,test
TXN00117,51,4837.44,INR,UPI,M003,2026-01-07 10:11:00,SUCCESS,IN,D002,IP109,2,922,13,0,0,normal,train
TXN00118,16,6093.42,INR,UPI,M003,2026-03-28 06:34:00,SUCCESS,IN,D020,IP056,2,1241,6,1,0,behavioral_anomaly,test
TXN00119,59,151.15,INR,NETBANKING,M002,2026-02-13 10:21:00,SUCCESS,IN,D042,IP051,0,1756,9,0,0,normal,test
TXN00120,42,72640.1,INR,UPI,M001,2026-02-14 22:17:00,SUCCESS,AE,D058,IP017,0,1728,17,1,0,unusually_high_amount,train
TXN00121,71,441.76,INR,CARD,M001,2026-02-25 14:09:00,SUCCESS,IN,D037,IP158,1,216,22,0,0,normal,train
TXN00122,79,185.12,INR,UPI,M008,2026-03-18 10:55:00,SUCCESS,IN,D037,IP041,0,1008,19,0,0,normal,train
TXN00123,60,293.45,INR,UPI,M005,2026-02-17 11:54:00,SUCCESS,IN,D140,IP207,1,693,15,1,0,new_device_pattern,train
TXN00124,59,638.52,INR,UPI,M001,2026-03-27 01:43:00,SUCCESS,IN,D128,IP209,0,1397,16,1,0,new_device_pattern,test
TXN00125,33,376.5,INR,UPI,M001,2026-01-06 20:47:00,SUCCESS,IN,D022,IP153,0,1181,13,0,0,normal,train
TXN00126,36,94715.08,INR,NETBANKING,M005,2026-01-23 16:33:00,SUCCESS,GB,D105,IP135,0,630,18,1,0,unusually_high_amount,train
TXN00127,27,351.28,INR,NETBANKING,M002,2026-02-10 23:22:00,SUCCESS,AE,D001,IP140,0,529,14,0,0,normal,train
TXN00128,43,608.1,INR,UPI,M003,2026-03-28 02:55:00,SUCCESS,IN,D016,IP033,0,1715,20,0,0,normal,train
TXN00129,12,693.78,INR,UPI,M002,2026-01-01 11:35:00,SUCCESS,IN,D105,IP006,0,308,21,0,0,normal,train
TXN00130,26,10623.1,INR,UPI,M005,2026-03-15 23:32:00,SUCCESS,IN,D064,IP119,2,361,8,1,0,behavioral_anomaly,train
TXN00131,66,122.41,INR,NETBANKING,M006,2026-01-06 11:19:00,SUCCESS,IN,D082,IP062,0,1679,11,0,0,normal,train
TXN00132,64,2397.52,INR,NETBANKING,M007,2026-02-27 20:16:00,SUCCESS,IN,D026,IP038,0,1665,10,0,0,normal,train
TXN00133,61,160.2,INR,UPI,M001,2026-03-13 05:17:00,SUCCESS,IN,D048,IP083,0,798,8,0,0,normal,train
TXN00134,51,527.07,INR,UPI,M004,2026-02-24 07:20:00,SUCCESS,AE,D088,IP130,0,846,17,0,0,normal,train
TXN00135,6,631.14,INR,UPI,M004,2026-03-31 06:01:00,SUCCESS,IN,D011,IP123,1,1063,6,0,0,normal,train
TXN00136,36,29203.38,INR,WALLET,M004,2026-03-27 14:40:00,SUCCESS,SG,D064,IP136,0,1198,12,1,0,unusual_country,train
TXN00137,58,1195.24,INR,CARD,M003,2026-01-31 01:44:00,SUCCESS,IN,D018,IP130,0,1313,21,0,0,normal,train
TXN00138,34,426.47,INR,UPI,M004,2026-03-02 09:46:00,SUCCESS,IN,D053,IP047,0,252,11,0,0,normal,train
TXN00139,11,786.18,INR,UPI,M006,2026-03-09 22:41:00,SUCCESS,IN,D097,IP036,0,1693,20,0,0,normal,train
TXN00140,20,207.31,INR,UPI,M007,2026-03-24 06:18:00,SUCCESS,IN,D017,IP051,0,531,21,0,0,normal,train
TXN00141,60,11480.53,INR,WALLET,M002,2026-01-07 02:31:00,SUCCESS,IN,D070,IP110,2,574,16,1,0,behavioral_anomaly,train
TXN00142,26,1086.51,INR,CARD,M005,2026-02-25 06:05:00,SUCCESS,IN,D003,IP098,1,738,22,0,0,normal,train
TXN00143,30,815.87,INR,UPI,M004,2026-03-15 12:02:00,SUCCESS,GB,D162,IP206,0,813,16,1,0,new_device_pattern,train
TXN00144,27,234.06,INR,NETBANKING,M003,2026-03-11 03:40:00,SUCCESS,AE,D102,IP169,0,1761,22,0,0,normal,test
TXN00145,19,2790.14,INR,UPI,M007,2026-02-11 21:26:00,SUCCESS,IN,D073,IP117,0,570,10,0,0,normal,train
TXN00146,47,94986.45,INR,CARD,M003,2026-01-31 14:02:00,SUCCESS,IN,D104,IP103,0,326,6,1,0,unusually_high_amount,train
TXN00147,37,1317.97,INR,CARD,M007,2026-01-27 02:47:00,SUCCESS,IN,D073,IP021,0,827,22,0,0,normal,train
TXN00148,16,528.52,INR,CARD,M008,2026-01-13 18:04:00,SUCCESS,IN,D112,IP053,0,1766,21,0,0,normal,train
TXN00149,48,41598.47,INR,CARD,M007,2026-01-15 08:22:00,SUCCESS,SG,D055,IP021,1,1048,8,1,0,unusual_country,train
TXN00150,34,285.13,INR,CARD,M007,2026-02-16 19:33:00,SUCCESS,IN,D124,IP201,3,1785,6,1,0,new_device_pattern,train
TXN00151,9,646.08,INR,UPI,M001,2026-02-03 12:28:00,SUCCESS,SG,D036,IP084,0,401,6,0,0,normal,train
TXN00152,54,195.78,INR,NETBANKING,M008,2026-03-09 17:27:00,SUCCESS,US,D099,IP169,0,767,9,0,0,normal,train
TXN00153,58,187.88,INR,UPI,M007,2026-01-29 00:59:00,SUCCESS,GB,D069,IP159,0,606,8,0,0,normal,train
TXN00154,43,212.41,INR,UPI,M001,2026-03-01 00:52:00,SUCCESS,IN,D053,IP154,0,1401,11,0,0,normal,train
TXN00155,60,414.12,INR,NETBANKING,M007,2026-01-05 05:51:00,SUCCESS,IN,D033,IP149,0,834,19,0,0,normal,test
TXN00156,8,393.98,INR,UPI,M003,2026-02-12 03:42:00,SUCCESS,IN,D091,IP037,0,922,18,0,0,normal,train
TXN00157,25,99.37,INR,CARD,M003,2026-01-15 22:32:00,SUCCESS,IN,D116,IP022,0,626,8,0,0,normal,test
TXN00158,15,169057.0,INR,CARD,M007,2026-02-05 16:42:00,SUCCESS,IN,D017,IP178,0,1186,21,1,0,unusually_high_amount,train
TXN00159,15,1345.76,INR,UPI,M008,2026-01-24 00:08:00,SUCCESS,GB,D075,IP040,0,1705,10,0,0,normal,train
TXN00160,59,212.97,INR,NETBANKING,M003,2026-02-24 11:21:00,SUCCESS,IN,D086,IP084,0,77,21,0,0,normal,test
TXN00161,30,408.44,INR,CARD,M004,2026-03-10 05:55:00,SUCCESS,IN,D013,IP149,0,309,12,0,0,normal,train
TXN00162,22,74458.24,INR,CARD,M006,2026-01-20 10:31:00,SUCCESS,SG,D082,IP152,0,146,6,1,0,unusually_high_amount,train
TXN00163,48,586.41,INR,NETBANKING,M008,2026-02-13 01:16:00,SUCCESS,IN,D012,IP085,0,1517,21,0,0,normal,train
TXN00164,5,1901.4,INR,UPI,M003,2026-01-19 23:05:00,SUCCESS,IN,D082,IP005,0,408,13,0,0,normal,train
TXN00165,9,611.04,INR,NETBANKING,M004,2026-02-17 14:20:00,SUCCESS,IN,D022,IP058,0,462,6,0,0,normal,train
TXN00166,29,557.32,INR,UPI,M007,2026-01-10 23:59:00,SUCCESS,IN,D107,IP006,0,1675,18,0,0,normal,train
TXN00167,5,82.49,INR,NETBANKING,M001,2026-01-14 05:23:00,SUCCESS,IN,D116,IP136,0,1254,14,0,0,normal,train
TXN00168,80,226.86,INR,UPI,M004,2026-01-16 15:56:00,SUCCESS,IN,D114,IP016,0,1051,21,0,0,normal,test
TXN00169,65,183.44,INR,WALLET,M008,2026-02-12 15:33:00,SUCCESS,IN,D115,IP069,0,1436,15,0,0,normal,train
TXN00170,11,683.96,INR,UPI,M007,2026-02-07 02:43:00,SUCCESS,IN,D104,IP006,0,1073,17,0,0,normal,train
TXN00171,36,469.18,INR,WALLET,M004,2026-03-29 13:41:00,SUCCESS,AE,D088,IP071,0,509,13,0,0,normal,train
TXN00172,46,245.26,INR,CARD,M003,2026-01-09 20:25:00,SUCCESS,IN,D039,IP175,0,641,15,0,0,normal,train
TXN00173,25,943.41,INR,UPI,M002,2026-02-17 16:33:00,SUCCESS,IN,D094,IP102,0,972,10,0,0,normal,train
TXN00174,67,732.57,INR,CARD,M008,2026-03-25 11:37:00,SUCCESS,IN,D007,IP119,0,1703,7,0,0,normal,train
TXN00175,74,7107.15,INR,CARD,M005,2026-01-14 22:13:00,SUCCESS,IN,D110,IP102,2,623,18,1,0,behavioral_anomaly,train
TXN00176,69,98.44,INR,UPI,M005,2026-02-03 21:48:00,SUCCESS,IN,D095,IP169,1,615,22,0,0,normal,train
TXN00177,69,506.38,INR,CARD,M005,2026-01-08 05:40:00,SUCCESS,IN,D018,IP090,0,456,22,0,0,normal,train
TXN00178,78,271.49,INR,CARD,M008,2026-03-15 07:40:00,SUCCESS,IN,D106,IP105,0,692,12,0,0,normal,train
TXN00179,41,369.32,INR,CARD,M004,2026-01-12 22:08:00,SUCCESS,SG,D110,IP077,0,256,13,0,0,normal,train
TXN00180,10,815.2,INR,UPI,M006,2026-02-17 04:11:00,SUCCESS,US,D037,IP132,0,1577,21,0,0,normal,train
TXN00181,41,1088.78,INR,CARD,M004,2026-02-22 15:24:00,SUCCESS,IN,D014,IP068,0,271,6,0,0,normal,train
TXN00182,37,555.41,INR,UPI,M005,2026-03-27 14:12:00,SUCCESS,IN,D023,IP089,0,639,14,0,0,normal,train
TXN00183,16,607.27,INR,UPI,M004,2026-02-02 17:12:00,SUCCESS,SG,D070,IP118,1,1594,16,0,0,normal,train
TXN00184,35,83563.76,INR,CARD,M003,2026-03-05 20:31:00,SUCCESS,IN,D120,IP087,0,1726,9,1,0,unusually_high_amount,train
TXN00185,44,410.81,INR,WALLET,M003,2026-01-01 18:13:00,SUCCESS,IN,D092,IP151,0,530,7,0,0,normal,train
TXN00186,67,2252.28,INR,NETBANKING,M007,2026-01-07 00:19:00,SUCCESS,IN,D069,IP128,2,733,22,1,0,behavioral_anomaly,train
TXN00187,14,156931.6,INR,NETBANKING,M008,2026-01-12 19:23:00,SUCCESS,IN,D024,IP174,0,1222,20,1,0,unusually_high_amount,train
TXN00188,57,143.16,INR,NETBANKING,M003,2026-02-19 10:39:00,SUCCESS,SG,D140,IP222,0,254,11,1,0,new_device_pattern,train
TXN00189,32,554.7,INR,CARD,M005,2026-01-26 12:38:00,SUCCESS,SG,D092,IP087,0,1556,12,0,0,normal,train
TXN00190,29,478.49,INR,UPI,M005,2026-02-25 10:23:00,SUCCESS,IN,D094,IP131,2,819,20,0,0,normal,train
TXN00191,7,630.59,INR,WALLET,M001,2026-03-20 17:37:00,SUCCESS,IN,D099,IP040,0,1205,21,0,0,normal,train
TXN00192,79,1082.36,INR,UPI,M008,2026-03-24 10:53:00,SUCCESS,IN,D008,IP027,0,375,12,0,0,normal,test
TXN00193,21,442.93,INR,NETBANKING,M005,2026-01-12 19:36:00,SUCCESS,IN,D104,IP112,1,1136,22,0,0,normal,train
TXN00194,28,235.3,INR,UPI,M005,2026-02-18 23:25:00,SUCCESS,IN,D114,IP153,0,699,8,0,0,normal,train
TXN00195,34,1275.24,INR,CARD,M002,2026-03-23 13:44:00,SUCCESS,IN,D020,IP079,0,1388,18,0,0,normal,test
TXN00196,14,363.87,INR,UPI,M005,2026-02-09 15:12:00,SUCCESS,IN,D060,IP096,0,949,21,0,0,normal,train
TXN00197,23,217443.09,INR,CARD,M008,2026-03-07 02:30:00,SUCCESS,IN,D117,IP013,0,455,9,1,0,unusually_high_amount,train
